Algorithm,Metadata,Rundata,Pulls
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":405.066,\"Optimal Mean\":0.871174}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":2661.02,\"Optimal Mean\":0.99168}",549613
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":672.2,\"Optimal Mean\":0.948864}",242401
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":83.4687,\"Optimal Mean\":0.837374}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":524.125,\"Optimal Mean\":0.973826}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":405.118,\"Optimal Mean\":0.99457}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":327.892,\"Optimal Mean\":0.936945}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":189.87,\"Optimal Mean\":0.896949}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":78.3964,\"Optimal Mean\":0.963947}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":360.401,\"Optimal Mean\":0.947893}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":5422.33,\"Optimal Mean\":0.935941}",1998554
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":998.933,\"Optimal Mean\":0.863606}",357832
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":1199.34,\"Optimal Mean\":0.899127}",549613
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":269.698,\"Optimal Mean\":0.896085}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":393.018,\"Optimal Mean\":0.907828}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":144.54,\"Optimal Mean\":0.929449}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":7856.49,\"Optimal Mean\":0.762632}",2125210
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":60.4518,\"Optimal Mean\":0.906639}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":107.047,\"Optimal Mean\":0.749924}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":126.22,\"Optimal Mean\":0.92306}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":508.639,\"Optimal Mean\":0.989306}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":96.1684,\"Optimal Mean\":0.959202}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":50.2945,\"Optimal Mean\":0.96613}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":131.54,\"Optimal Mean\":0.930784}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":149.502,\"Optimal Mean\":0.887297}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":4386.81,\"Optimal Mean\":0.681777}",710598
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":100.469,\"Optimal Mean\":0.872783}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":1766.35,\"Optimal Mean\":0.986956}",710598
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":262.58,\"Optimal Mean\":0.561954}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":3640.47,\"Optimal Mean\":0.965493}",549613
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":800.369,\"Optimal Mean\":0.859196}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":28.8099,\"Optimal Mean\":0.971527}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":40.6724,\"Optimal Mean\":0.976392}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":89.3187,\"Optimal Mean\":0.94199}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":53.2479,\"Optimal Mean\":0.904557}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":106.455,\"Optimal Mean\":0.974327}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":49.058,\"Optimal Mean\":0.995548}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":123.691,\"Optimal Mean\":0.965111}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":300.399,\"Optimal Mean\":0.832904}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":4018.36,\"Optimal Mean\":0.794731}",1964225
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":38.369,\"Optimal Mean\":0.912392}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":906.502,\"Optimal Mean\":0.887349}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":68.2235,\"Optimal Mean\":0.876575}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":435.708,\"Optimal Mean\":0.94632}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":117.5,\"Optimal Mean\":0.760366}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":632.484,\"Optimal Mean\":0.764211}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":2143.46,\"Optimal Mean\":0.783269}",549613
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":175.59,\"Optimal Mean\":0.956057}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":505.627,\"Optimal Mean\":0.854626}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":189.47,\"Optimal Mean\":0.885329}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":154.642,\"Optimal Mean\":0.902812}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":43.362,\"Optimal Mean\":0.945553}",86021
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":218.677,\"Optimal Mean\":0.980176}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":2330.69,\"Optimal Mean\":0.918099}",656376
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":2414.98,\"Optimal Mean\":0.967674}",549613
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":392.752,\"Optimal Mean\":0.904653}",142800
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":178.315,\"Optimal Mean\":0.968517}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":482.577,\"Optimal Mean\":0.97162}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":300.05,\"Optimal Mean\":0.96449}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":236.815,\"Optimal Mean\":0.879331}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":3751.49,\"Optimal Mean\":0.941885}",1204676
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":367.77,\"Optimal Mean\":0.819676}",231176
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":91.854,\"Optimal Mean\":0.93415}",108471
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":351.813,\"Optimal Mean\":0.94726}",196847
"Exponential Gap Elimination","{\"Confidence\":0.2,\"Arms\":10}","{\"Regret\":0,\"H1\":57.2306,\"Optimal Mean\":0.866124}",86021
